fuente,nombre,marca,categoria,url,ingredientes,condiciones_alimentarias,porcion,porciones_por_envase,energia_kcal,proteinas_g,grasas_totales_g,grasas_saturadas_g,grasas_trans_g,colesterol_mg,carbohidratos_g,azucares_g,sodio_mg,fibra_dietetica_g,tipo_alimento,base_calculo,sello_alto_calorias,sello_alto_azucares,sello_alto_grasas_sat,sello_alto_sodio,total_sellos
Jumbo,Pulpa con Hueso Cerdo Don Cerdo Granel kg,Don Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/pulpa-c-hueso-don-cerdo-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Lomo Centro Cerdo Super Cerdo 800 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/lomo-centro-cerdo-super-vc-display-800gr,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),10,171 / 136.8,20.4 / 16.3,9.5 / 7.6,3.7 / 3,0 / 0,53 / 42.4,0.9 / 0.7,0.3 / 0.2,58 / 46.4,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Lomo Medallones Cerdo Super Cerdo 750 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/medalones-de-lomo-iqf-750-gr-2,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),9,141 / 112.8,21 / 16.8,6 / 4.8,2.16 / 1.7,0.5 / 0.4,43.6 / 34.9,0.5 / 0.4,0.5 / 0.4,63.1 / 50.5,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Entraña Cerdo Super Cerdo Cong 800 g,Super Cerdo,Malaya y Otros Cortes > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/entrana-super-cerdo-800-g,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),10,256 / 204.8,14.6 / 11.7,21.6 / 17.3,9 / 7.2,0 / 0,75 / 60,0.8 / 0.6,0.1 / 0.1,76 / 60.8,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Plateada Lomo Chilena Cerdo Super Cerdo 400 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/plateada-a-la-chilena-super-cerdo-400-gr-1983614,"Carne de cerdo marinada,  Agua,  Sal,  Fibra de trigo,  Pimentón rojo,  Maltodextrina,  Acetatos de sodio,  Perejil,  Pimentón verde,  Cilantro,  Pimienta negra,  Albahaca,  Ají,  Extracto de levadura,  Saborizante a humo natural,  Ribonucleótido de sodio,  Ajo,  Nuez moscada","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Trozo (80 g),5,191 / 152.8,16.3 / 13,13.7 / 11,4.9 / 3.9,0 / 0,52 / 41.6,1.8 / 1.4,0.5 / 0.4,321 / 256.8,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Plateada Lomo Criollo Cerdo Super Cerdo 400 g,Super Cerdo,Malaya y Otros Cortes > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/plateada-criollo-picante-super-400-gr-1998598,"Carne de cerdo marinada,  Agua,  Sal,  Pimentón,  Maltodextrina,  Acetatos de sodio,  Ají,  Azúcar,  Cebolla,  Ajo,  Comino,  Cilantro,  Perejil,  Orégano,  Pimienta,  Saborizante natural, Carne de cerdo marinada,  Agua,  Sal,  Pimentón,  Maltodextrina,  Acetatos de sodio,  Ají,  Azúcar,  Cebolla,  Ajo,  Comino,  Cilantro,  Perejil,  Orégano,  Pimienta,  Saborizante natural","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Apto para APLV, Libre de Sulfitos, Libre de Lactosa, Libre de Trigo, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo","1 Trozo (80 g), 1 Trozo (80 g)","5, 5","229 / 183.2, 229 / 183.2","16.2 / 13, 16.2 / 13","17.9 / 14.3, 17.9 / 14.3","7.8 / 6.2, 7.8 / 6.2","0.1 / 0.1, 0.1 / 0.1","37 / 29.6, 37 / 29.6","0.8 / 0.6, 0.8 / 0.6","0.5 / 0.4, 0.5 / 0.4","267 / 213.6, 267 / 213.6",,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Lomo Centro Medallon Cerdo Super Cerdo 800 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/lomo-super-cerdo-centro-medallon-800-g,"Carne de cerdo, Carne de cerdo","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Apto para APLV, Libre de Mariscos, Libre de Lactosa, Libre de Soya, Libre de Maní, Libre de Huevo, Libre de Frutos Secos, Libre de Peces, Libre de Nueces, Libre de Mariscos, Libre de Sulfitos, Libre de Maní, Libre de Trigo, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo","1 Trozo (80 g), 1 Trozo (80 g)","10, 10","171 / 136.8, 171 / 136.8","20.4 / 16.3, 20.4 / 16.3","9.5 / 7.6, 9.5 / 7.6","3.7 / 3, 3.7 / 3","0 / 0, 0 / 0","53 / 42.4, 53 / 42.4","0.9 / 0.7, 0.9 / 0.7","0.3 / 0.2, 0.3 / 0.2","58 / 46.4, 58 / 46.4",,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Medallon Lomo Cerdo Super Cerdo Cong 120 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/medallon-de-lomo-iqf-super-cerdo-120-gr-1998595,"Carne de cerdo, Carne de cerdo","Apto para APLV, Libre de Lactosa, Apto para APLV, Libre de Soya, Libre de Lactosa, Libre de Huevo, Libre de Soya, Libre de Peces, Libre de Mariscos, Libre de Huevo, Libre de Maní, Libre de Frutos Secos, Libre de Peces, Libre de Nueces, Libre de Sulfitos, Libre de Mariscos, Libre de Trigo, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo","1 Trozo (120 g), 1 Trozo (120 g)","1, 1",128 / 153.6,22.2 / 26.6,4.1 / 4.9,1.7 / 2,0 / 0,38 / 45.6,0.5 / 0.6,"0.5 / 0.6, 0.5 / 0.6","56 / 67.2, 56 / 67.2",,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Jamón Pierna de Cerdo kg,La Crianza,Jamones > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/jamon-pierna-la-crianza-granel-s-1950085-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Gyozas de Cerdo 12 un.,Alimentos Shen,"Gyozas y Arrollado Primaveras > Comidas Congeladas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/gyozas-de-cerdo-alimentos-shen-bolsa-300-g-12-unid-congelado-empanaditas-orientales,"Carne de cerdo,  Repollo,  Tocino,  Harina de trigo,  Cebollin,  Cebolla,  Salsa de soya,  Aceite de sésamo,  Azúcar,  Sal,  Pimienta,  Glutamato de sodio","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (20 g),12,254 / 50.8,8.4 / 1.7,13.1 / 2.6,4.6 / 0.9,0.1 / 0,23.1 / 4.6,25.7 / 5.1,1.6 / 0.3,451 / 90.2,,solido,por_100g,NO,NO,SI,SI,2
Jumbo,Lomito de Cerdo Pampaverde 450 g,Pampa Verde,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/lomito-de-cerdo-pampaverde-450g-2048757,"Carne de cerdo (pulpa pierna),  Agua,  Sal,  Tripolifosfato de potasio,  Dextrosa,  Tetrapirofosfato de potasio,  Maltodextrina,  Cloruro de potasio,  Carragenina,  Hexametafosfato de sodio,  Eritorbato de sodio,  Pirofosfato ácido de sodio,  Sabor natural,  ácido tartárico,  Dióxido de silicio","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Lámina (50 g),9,109 / 54.5,16 / 8,4.5 / 2.3,,,,1.3 / 0.7,0.5 / 0.3,318 / 159,,solido,por_100g,NO,NO,sin_datos,NO,0
Jumbo,Paté de Cerdo Braunau 150 g,Braunau,Paté > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pate-de-cerdo-braunau-150g,,,,,,,,,,,,,,,liquido,por_100ml,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Medallones Filete de Cerdo 400 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/carne-cerdo-filete-2056658,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),5,125 / 100,20.1 / 16.1,4.7 / 3.8,1.7 / 1.4,0 / 0,38 / 30.4,0.5 / 0.4,0.5 / 0.4,89 / 71.2,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Costillar Super Cerdo Tradicional kg,Super Cerdo,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillar-super-cerdo,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Jamón Colonial Super Cerdo Granel,Super Cerdo,Jamones > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/jamon-artesanal-super-cerdo-granel-2,"Carne de cerdo, agua, proteína de soya, sal, lactato de sodio, dextrosa, polifosfatos de sodio, carragenina, diacetato de sodio, eritorbato de sodio, citrato de sodio, nitrito de sodio y colorante carmín de cochinilla.",,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Carne Cerdo Solomillo Farmers kg,Farmers,Cordero > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Farmers,https://www.jumbo.cl/carne-cerdo-solomillo-farmers-kg-2043252-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Carne Cerdo Costillar Farmers kg,Farmers,Cordero > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Farmers,https://www.jumbo.cl/carne-cerdo-costillar-farmers-kg-2043250-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Paté de Cerdo Llanquihue 125 g,Llanquihue,Paté > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pate-de-cerdo-llanquihue-125-g,"Carne de cerdo,  Tocino de cerdo,  Agua,  Sal,  Proteína animal,  Goma guar,  Eritorbato de sodio,  Maltodextrina,  Glutamato monosódico,  Cebolla,  Ajo,  Orégano,  Saborizantes naturales,  Saborizante idéntico al natural,  Saborizante artificial","Libre de Lactosa, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Trigo, Libre de Gluten",1 Untada (11 g),11,313 / 34.4,12.9 / 1.4,28.2 / 3.1,9.6 / 1.1,0.6 / 0.1,33.9 / 3.7,1.9 / 0.2,1.9 / 0.2,962 / 105.8,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Jamón Acaramelado Super Cerdo Granel,Super Cerdo,Jamones > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/jamon-acaramelado-super-cerdo-grane-2,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Arrollado Primavera de Cerdo 400 g,Alimentos Shen,"Gyozas y Arrollado Primaveras > Comidas Congeladas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/arrollado-primavera-alimentos-shen-bolsa-400-g-10-unid-congelado-de-cerdo-2,"Carne de cerdo,  Repollo,  Tocino,  Harina de trigo,  Zanahoria,  Fideo de poroto verde,  Aceite vegetal,  Jengibre,  Salsa de soya,  Ajo,  Sal,  Pimienta,  Glutamato de sodio","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",1 Unidad (40 g),10,184 / 73.6,10 / 4,3.1 / 1.2,1.1 / 0.4,0 / 0,14.9 / 6,29 / 11.6,5.5 / 2.2,379 / 151.6,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Costillar Chileno Super Cerdo kg,Super Cerdo,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillar-chileno-vacio-cj-chica-kg-1574582-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Costillar Chileno Super Cerdo kg,Super Cerdo,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillar-chileno-super-cerdo,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Carne Cerdo Medio Lomo Farmers kg,Farmers,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Farmers,https://www.jumbo.cl/carne-cerdo-medio-lomo-farmers-kg-2043251-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Jamón Acaramelado Super Cerdo 150 g,Super Cerdo,Jamones > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/jamon-acaramelado-super-cerdo-150g-1942049,"Carne de cerdo,  Agua,  Proteína de soya,  Sal,  Proteína de cerdo,  Carragenina,  Dextrosa,  Polifosfatos de sodio,  Acetato de sodio,  Eritorbato de sodio,  Citrato de sodio,  Nitrito de sodio,  Carmín de cochinilla,  Mono y diglicéridos de ácidos grasos,  Soya","Libre de Lactosa, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Lamina (20 g),8,95 / 19,14 / 2.8,3.2 / 0.6,1.1 / 0.2,0 / 0,34 / 6.8,2.1 / 0.4,0.5 / 0.1,1070 / 214,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Asado Carnicero Super Cerdo 400 g,Super Cerdo,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/asado-carnicero-super-cerdo-400-gr-1983617,Carne de cerdo,"Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),9,"191 / 152.8, 191 / 152.8",18.6 / 14.9,12.6 / 10.1,4.6 / 3.7,0 / 0,55 / 44,1.2 / 1,0.4 / 0.3,65 / 52,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Paté de Cerdo Emporio Alemán 125 g,Easa,Paté > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pate-cerdo-emporio-125g-1992135,"Tocino de cerdo,  Carne de cerdo,  Hígado de cerdo,  Corazón de cerdo,  Cebolla,  Sal,  Lactato de potasio,  Diacetato de sodio,  Proteína concentrada de soya,  Orégano,  Pimienta,  Dextrosa,  Eritorbato de sodio,  Citrato de sodio,  Laurel,  Soya","Apto para APLV, Libre de Lactosa, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharada (15 g),8,465 / 69.8,13.2 / 2,45.3 / 6.8,17.3 / 2.6,0.1 / 0,135 / 20.3,1.1 / 0.2,0 / 0,680 / 102,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Costillar de Cerdo Ahumado Corte Cruz kg,Llanquihue,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillar-de-cerdo-llanquihue-ahumado-corte-cruz-granel,,,,,,,,,,,,,,,liquido,por_100ml,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Filete Super Cerdo Display 900 g,Super Cerdo,Chuletas y filetes > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/filete-de-cerdo-super-display-900gr,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),11,115 / 92,21.5 / 17.2,3.2 / 2.6,1.2 / 1,0 / 0,63 / 50.4,0 / 0,0 / 0,57 / 45.6,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Baby Back Ribs Super Cerdo kg,Super Cerdo,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillas-de-cerdo-baby-back-ribs-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Paté de Cerdo Villa Baviera 130 g,Villa Baviera,Paté > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/leberwurst-pate-de-cerdo-130g,"Carne de cerdo,  Grasa de cerdo,  Hígado de cerdo,  Cebolla,  Sal,  Pimienta blanca,  Jengibre,  Ají,  Cilantro,  Apio,  Glutamato monosódico,  Dextrosa,  Lactosa,  Cáscara de limón,  ácido cítrico,  Cúrcuma,  Saborizante natural,  Sorbato de potasio,  Benzoato de sodio,  Suero de leche,  Goma guar,  Proteína de soya,  Caseinato de sodio (leche),  Carragenina,  Nitrito de sodio,  Azorrubina,  Orégano,  Romero,  Albahaca,  Tomillo","Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Cucharada (12 g),11,272 / 32.6,14.3 / 1.7,21.8 / 2.6,7.62 / 0.9,0.01 / 0,107.84 / 12.9,4.6 / 0.6,0.7 / 0.1,817 / 98,,solido,por_100g,NO,NO,SI,SI,2
Jumbo,Paté de Cerdo Doña Marcelina 130 g,Doña Marcelina,Paté > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/pate-de-cerdo-dona-marcelina-130g,,,,,,,,,,,,,,,liquido,por_100ml,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Costillar de Cerdo Campo Noble Congelado kg,Campo Noble,Cordero > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/costillar-cerdo-cn-2026975-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Snack Gato Stay Happy Lomo Cerdo,Stay Happy,Alimentos Secos Gatos > Gatos > Mascotas,https://www.jumbo.cl/snack-gato-lomo-de-2064680,lomo de cerdo,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Chuleta Centro Super Cerdo Cong 140 g,Super Cerdo,Chuletas y filetes > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/chuleta-centro-iqf-super-cerdo-140-gr-1998597,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (140 g),1,150 / 210,20.1 / 28.1,6.7 / 9.4,2.4 / 3.4,0 / 0,47.2 / 66.1,0.5 / 0.7,0.2 / 0.3,62 / 86.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Plateada Cerdo Cuisine & Co Congelada kg,Cuisine & Co,Malaya y Otros Cortes > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/plateada-cerdo-cong-cuisine-and-co-kg-1930845-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Jamón Pierna Cerdo La Crianza 200 g,La Crianza,Jamones > Fiambres > Quesos y Fiambres,https://www.jumbo.cl/jamon-la-crianza-campestre-200-g,"Carne de pierna de cerdo,  Agua,  Sal,  Polifosfatos de sodio,  Fibra de trigo,  Proteína de cerdo,  Saborizante idéntico al natural,  Extractos de levadura,  Ascorbato de sodio,  Eritorbato de sodio,  Nitrato de potasio,  Nitrito de sodio,  Carbonato de sodio,  Hemoglobina,  Dextrosa","Libre de Lactosa, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces",1 Lámina (20 g),10,108 / 21.6,16.5 / 3.3,4.5 / 0.9,1.6 / 0.3,0.1 / 0,34.3 / 6.9,0.5 / 0.1,0.5 / 0.1,970 / 194,,solido,por_100g,NO,NO,NO,SI,1
Jumbo,Lomito de Cerdo Cuisine & Co 960 g,Cuisine & Co,Pulpa y Lomo de Cerdo > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/lomito-de-cerdo-cuisine-and-co-960gr-2052328,"Carne de cerdo,  Agua,  Polifosfato de sodio,  Sal,  Maltodextrina,  Fibra vegetal,  Diacetato de potasio,  Eritorbato de sodio,  Goma guar,  Sorbato de potasio,  Saborizante idéntico a natural","Libre de Trigo, Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Lámina (40 g),24,"113 / 45.2, 113 / 45.2","15.5 / 6.2, 15.5 / 6.2",4.3 / 1.7,1.5 / 0.6,0 / 0,57.6 / 23,2.9 / 1.2,0 / 0,312 / 124.8,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Costillar Cerdo Tradicional Cuisine & Co kg,Cuisine & Co,Costillar y Costillitas > Cerdo y Cordero > Carnes y Pescados > Experiencias Jumbo > Marcas Exclusivas > Cuisine & Co,https://www.jumbo.cl/costi-trad-c-y-co-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Chuleta Centro Cong Super Cerdo 750 G,Super Cerdo,Chuletas y filetes > Cerdo y Cordero > Carnes y Pescados,https://www.jumbo.cl/chuleta-centro-iqf-750-gr-2,Carne de cerdo,"Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Trozo (80 g),10,177 / 141.6,20.1 / 16.1,10.6 / 8.5,4.31 / 3.4,0.5 / 0.4,43.4 / 34.7,0.5 / 0.4,0.5 / 0.4,76.2 / 61,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Pinza de Pescado La Hacienda,La Hacienda,"Cocina y Mesa > Hogar > Hogar, Juguetería y Librería",https://www.jumbo.cl/pinza-de-pescado-lh-1988977,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Pescado Filetes Veganos Golden Fishless Filet 288 g,Gardein,"Embutidos y Otros > Nuggets, Apanados y Embutidos > Lácteos, Huevos y Congelados > Experiencias Jumbo > Mundo Bio Natura > Vegano",https://www.jumbo.cl/filete-de-pescado-gardein-crujiente-vegano-286-g,"Agua,  Aceite de canola,  Concentrado de proteína de soya,  Color añadido dióxido de titanio,  Harina de trigo,  Niacina,  Hierro reducido,  Mononitrato de tiamina,  Riboflavina,  ácido fólico,  Almidón de papa,  Almidón de tapioca,  Metilcelulosa,  Sal,  Extracto de levadura,  Harina de maíz amarilla desgerminada,  Sabores naturales,  Cebolla en polvo,  Ajo en polvo,  Pirofosfato de ácido de sodio,  Bicarbonato de sodio,  Fosfato monocálcico,  Aceite de maravilla,  Gluten de trigo,  Paprika,  Cochayuyo,  Extracto de levadura autolizada,  Pimienta,  Harina de soya,  Goma de xantana,  Azúcar,  ácido cítrico,  Aceite de arveja,  Cúrcuma,  Soya,  Trigo","Apto para APLV, Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Kosher, Vegano, Vegetariano",2 Unidades (96 g),3,208 / 199.7,9 / 8.6,14 / 13.4,1 / 1,0 / 0,0 / 0,13 / 12.5,0 / 0,375 / 360,,solido,por_100g,NO,NO,NO,NO,0
Jumbo,Alimento Húmedo Poesie Délice Pescado,Vitakraft,Alimentos Húmedos Gatos > Gatos > Mascotas,https://www.jumbo.cl/alimento-hum-poesi-2062130,"Bacalao: Agua, carne de pollo, bacalao, subproducto de pollo (cartílago de pechuga), hígado de cerdo, hígado de pollo, almidón de tapioca, plasma en polvo, inulina.  Abadejo: Agua, carne de pollo, abadejo, subproducto de pollo (cartílago de pechuga), hígado de cerdo, hígado de pollo, almidón de tapioca, plasma en polvo, inulina.",,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Caldo casero de Pescado 1 L,Gallina Blanca,"Caldos > Sopas, Cremas e Instantáneos > Despensa",https://www.jumbo.cl/caldo-casero-de-pescado-gallina-blanca-l,"Agua,  Rape 2.7%,  Bacalao 2.2%,  Apio,  Papa,  Gambas 0.2%,  Tomate,  Aceite de oliva,  Puerro,  Zanahoria,  Cebolla,  Aromas naturales,  Sal,  Ajo,  Pimienta blanca,  Laurel,  Tomillo,  Pimentón dulce,  Pescado,  Crustáceos,  Moluscos","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Tazón (250 ml),4,6 / 15,0.5 / 1.3,0.2 / 0.5,,,,0.5 / 1.3,0.1 / 0.3,300 / 750,,liquido,por_100ml,NO,NO,sin_datos,SI,1
